Download Winning Numbers from www.calottery.com on 1/14/2017 (manually updated daily)  for MEGA MILLIONS

------  -------------------      --------    --------    --------    --------    --------    ------
Draw #     Draw Date             Number_1    Number_2    Number_3    Number_4    Number_5     Mega
------  -------------------      --------    --------    --------    --------    --------    ------

1670     Tue  Jun 22, 2021          01          26          48          51          59          25
1669     Fri  Jun 18, 2021          14          36          44          46          53          18
1668     Tue  Jun 15, 2021          18          22          27          38          52          11
1667     Fri  Jun 11, 2021          04          43          56          63          68          13
1666     Tue  Jun 08, 2021          09          22          39          41          54          19
1665     Fri  Jun 04, 2021          04          30          34          41          64          08
1664     Tue  Jun 01, 2021          07          11          33          58          63          23
1663     Fri  May 28, 2021          10          14          20          47          70          15
1662     Tue  May 25, 2021          14          21          31          34          54          11
1661     Fri  May 21, 2021          06          09          17          18          48          08
1660     Tue  May 18, 2021          03          05          56          61          66          04
1659     Fri  May 14, 2021          03          18          41          44          68          03
1658     Tue  May 11, 2021          07          08          20          36          39          22
1657     Fri  May 07, 2021          05          10          19          21          50          10
1656     Tue  May 04, 2021          04          27          32          57          63          22
1655     Fri  Apr 30, 2021          08          19          26          48          49          05
1654     Tue  Apr 27, 2021          15          22          30          41          42          25
1653     Fri  Apr 23, 2021          04          28          29          30          60          25
1652     Tue  Apr 20, 2021          06          23          43          49          52          05
1651     Fri  Apr 16, 2021          17          27          28          50          55          25
1650     Tue  Apr 13, 2021          10          15          19          45          68          09
1649     Fri  Apr 09, 2021          22          26          27          58          66          12
1648     Tue  Apr 06, 2021          01          19          20          32          42          17
1647     Fri  Apr 02, 2021          10          42          48          53          62          19
1646     Tue  Mar 30, 2021          11          37          47          53          56          15
1645     Fri  Mar 26, 2021          04          25          37          46          67          15
1644     Tue  Mar 23, 2021          12          23          35          38          55          11
1643     Fri  Mar 19, 2021          09          14          40          58          69          08
1642     Tue  Mar 16, 2021          10          41          46          52          69          08
1641     Fri  Mar 12, 2021          02          24          25          31          65          18
1640     Tue  Mar 09, 2021          04          33          46          58          65          13
1639     Fri  Mar 05, 2021          10          11          17          27          54          20
1638     Tue  Mar 02, 2021          04          08          13          34          64          18
1637     Fri  Feb 26, 2021          11          15          37          62          64          05
1636     Tue  Feb 23, 2021          05          07          09          20          57          15
1635     Fri  Feb 19, 2021          27          32          47          50          53          04
1634     Tue  Feb 16, 2021          01          36          44          54          66          10
1633     Fri  Feb 12, 2021          05          14          24          25          27          14
1632     Tue  Feb 09, 2021          07          18          21          31          40          09
1631     Fri  Feb 05, 2021          14          17          28          29          44          02
1630     Tue  Feb 02, 2021          13          37          38          40          67          10
1629     Fri  Jan 29, 2021          04          44          58          59          70          03
1628     Tue  Jan 26, 2021          29          49          56          66          67          24
1627     Fri  Jan 22, 2021          04          26          42          50          60          24
1626     Tue  Jan 19, 2021          10          19          26          28          50          16
1625     Fri  Jan 15, 2021          03          11          12          38          43          15
1624     Tue  Jan 12, 2021          12          14          26          28          33          09
1623     Fri  Jan 08, 2021          03          06          16          18          58          11
1622     Tue  Jan 05, 2021          20          43          51          55          57          04
1621     Fri  Jan 01, 2021          08          24          53          68          69          07
1620     Tue  Dec 29, 2020          01          31          35          48          62          19
1619     Fri  Dec 25, 2020          17          23          36          69          70          19
1618     Tue  Dec 22, 2020          29          53          56          59          67          21
1617     Fri  Dec 18, 2020          07          15          25          51          60          05
1616     Tue  Dec 15, 2020          01          10          18          20          46          15
1615     Fri  Dec 11, 2020          19          31          37          55          67          25
1614     Tue  Dec 08, 2020          15          19          33          39          68          25
1613     Fri  Dec 04, 2020          03          19          24          44          50          08
1612     Tue  Dec 01, 2020          07          33          53          61          65          14
1611     Fri  Nov 27, 2020          04          10          27          35          58          10
1610     Tue  Nov 24, 2020          09          15          34          61          64          06
1609     Fri  Nov 20, 2020          26          33          45          61          68          17
1608     Tue  Nov 17, 2020          08          13          35          46          68          16
1607     Fri  Nov 13, 2020          06          07          14          28          59          07
1606     Tue  Nov 10, 2020          23          45          53          58          62          13
1605     Fri  Nov 06, 2020          18          24          27          34          60          02
1604     Tue  Nov 03, 2020          07          31          44          45          55          19
1603     Fri  Oct 30, 2020          14          19          34          39          59          11
1602     Tue  Oct 26, 2020          06          13          34          46          62          01
1601     Fri  Oct 23, 2020          18          34          44          60          69          22
1600     Tue  Oct 20, 2020          46          54          57          58          66          10
1599     Fri  Oct 16, 2020          27          32          50          52          57          12
1598     Tue  Oct 13, 2020          11          44          45          46          70          25
1597     Fri  Oct 09, 2020          05          11          25          27          64          13
1596     Tue  Oct 06, 2020          15          16          18          39          59          17
1595     Fri  Oct 02, 2020          09          38          47          49          68          25
1594     Tue  Sep 29, 2020          14          39          43          44          67          19
1593     Fri  Sep 25, 2020          20          36          37          48          67          16
1592     Tue  Sep 22, 2020          36          43          44          55          68          12
1591     Fri  Sep 18, 2020          26          29          41          52          64          11
1590     Tue  Sep 15, 2020          25          28          38          59          62          22
1589     Fri  Sep 11, 2020          03          15          42          48          56          13
1588     Tue  Sep 08, 2020          07          15          10          31          57          21
1587     Fri  Sep 04, 2020          19          22          24          25          53          25
1586     Tue  Sep 01, 2020          15          25          26          38          47          22
1585     Fri  Aug 28, 2020          03          09          50          53          64          01
1584     Tue  Aug 25, 2020          08          10          15          17          57          12
1583     Fri  Aug 21, 2020          11          15          31          42          63          14
1582     Tue  Aug 18, 2020          04          18          26          27          58          23
1581     Fri  Aug 14, 2020          03          24          29          42          47          13
1580     Tue  Aug 11, 2020          08          22          29          43          56          09
1579     Fri  Aug 07, 2020          04          44          53          64          70          03
1578     Tue  Aug 04, 2020          02          22          30          42          62          20
1577     Fri  Jul 31, 2020          12          35          46          48          69          23
1576     Tue  Jul 28, 2020          17          20          27          31          34          19
1575     Fri  Jul 24, 2020          08          33          39          54          58          17
1574     Tue  Jul 21, 2020          14          25          26          41          43          15
1573     Fri  Jul 17, 2020          12          13          21          46          57          21
1572     Tue  Jul 14, 2020          06          26          55          56          64          22
1571     Fri  Jul 10, 2020          10          15          20          49          53          22
1570     Tue  Jul 07, 2020          16          20          25          30          43          18
1569     Fri  Jul 03, 2020          20          40          44          45          50          24
1568     Tue  Jun 30, 2020          53          37          29          09          16          11
1567     Fri  Jun 26, 2020          19          37          33          56          57          06
1566     Tue  Jun 23, 2020          06          20          37          40          48          15
1565     Fri  Jun 19, 2020          11          34          36          52          66          07
1564     Tue  Jun 16, 2020          21          23          33          35          42          06
1563     Fri  Jun 12, 2020          09          14          57          67          70          02
1562     Tue  Jun 09, 2020          01          05          09          10          23          22
1561     Fri  Jun 05, 2020          32          35          37          47          55          22
1560     Tue  Jun 02, 2020          09          20          23          26          29          08
1559     Fri  May 29, 2020          10          13          32          41          51          03
1558     Tue  May 26, 2020          34          52          58          59          62          04
1557     Fri  May 22, 2020          08          10          20          44          46          18
1556     Tue  May 19, 2020          08          19          25          36          66          09
1555     Fri  May 15, 2020          11          17          32          33          46          25
1554     Tue  May 12, 2020          07          16          27          44          52          05
1553     Fri  May 08, 2020          05          20          22          61          70          04
1552     Tue  May 05, 2020          07          13          17          21          45          14
1551     Fri  May 01, 2020          28          30          31          35          66          14
1550     Tue  Apr 28, 2020          13          19          53          54          63          17
1549     Fri  Apr 24, 2020          01          27          32          60          67          18
